date ,volume
"nov 28, 2003",5709
"dez 05, 2003",5597
"dez 12, 2003",5592
"dez 19, 2003",5663
"dez 26, 2003",5658
"jan 02, 2004",5664
"jan 09, 2004",5705
"jan 16, 2004",5717
"jan 23, 2004",5709
"jan 30, 2004",5710
"fev 06, 2004",5703
"fev 13, 2004",5658
"fev 20, 2004",5622
"fev 27, 2004",5661
"mar 05, 2004",5675
"mar 12, 2004",5658
"mar 19, 2004",5657
"mar 26, 2004",5658
"abr 02, 2004",5661
"abr 09, 2004",5611
"abr 16, 2004",5588
"abr 23, 2004",5618
"abr 30, 2004",5624
"mai 07, 2004",5626
"mai 14, 2004",5611
"mai 21, 2004",5608
"mai 28, 2004",5460
"jun 04, 2004",5452
"jun 11, 2004",5411
"jun 18, 2004",5434
"jun 25, 2004",5394
"jul 02, 2004",5404
"jul 09, 2004",5485
"jul 16, 2004",5334
"jul 23, 2004",5446
"jul 30, 2004",5367
"ago 06, 2004",5414
"ago 13, 2004",5243
"ago 20, 2004",5113
"ago 27, 2004",5401
"set 03, 2004",5360
"set 10, 2004",5337
"set 17, 2004",5087
"set 24, 2004",4946
"out 01, 2004",4656
"out 08, 2004",5033
"out 15, 2004",5090
"out 22, 2004",5110
"out 29, 2004",5176
"nov 05, 2004",5319
"nov 12, 2004",5391
"nov 19, 2004",5395
"nov 26, 2004",5408
"dez 03, 2004",5396
"dez 10, 2004",5439
"dez 17, 2004",5461
"dez 24, 2004",5421
"dez 31, 2004",5430
"jan 07, 2005",5430
"jan 14, 2005",5417
"jan 21, 2005",5456
"jan 28, 2005",5437
"fev 04, 2005",5421
"fev 11, 2005",5427
"fev 18, 2005",5436
"fev 25, 2005",5492
"mar 04, 2005",5489
"mar 11, 2005",5504
"mar 18, 2005",5480
"mar 25, 2005",5496
"abr 01, 2005",5504
"abr 08, 2005",5428
"abr 15, 2005",5441
"abr 22, 2005",5415
"abr 29, 2005",5423
"mai 06, 2005",5510
"mai 13, 2005",5521
"mai 20, 2005",5539
"mai 27, 2005",5537
"jun 03, 2005",5515
"jun 10, 2005",5542
"jun 17, 2005",5541
"jun 24, 2005",5359
"jul 01, 2005",5498
"jul 08, 2005",5463
"jul 15, 2005",4758
"jul 22, 2005",5448
"jul 29, 2005",5149
"ago 05, 2005",5417
"ago 12, 2005",5359
"ago 19, 2005",5395
"ago 26, 2005",5427
"set 02, 2005",4360
"set 09, 2005",4268
"set 16, 2005",4500
"set 23, 2005",4348
"set 30, 2005",3813
"out 07, 2005",3901
"out 14, 2005",4147
"out 21, 2005",4108
"out 28, 2005",4068
"nov 04, 2005",4306
"nov 11, 2005",4583
"nov 18, 2005",4579
"nov 25, 2005",4765
"dez 02, 2005",5021
"dez 09, 2005",4933
"dez 16, 2005",4890
"dez 23, 2005",4891
"dez 30, 2005",4864
"jan 06, 2006",5023
"jan 13, 2006",5110
"jan 20, 2006",5119
"jan 27, 2006",4862
"fev 03, 2006",4903
"fev 10, 2006",5003
"fev 17, 2006",4997
"fev 24, 2006",4985
"mar 03, 2006",5054
"mar 10, 2006",5154
"mar 17, 2006",5027
"mar 24, 2006",5016
"mar 31, 2006",5024
"abr 07, 2006",5053
"abr 14, 2006",5125
"abr 21, 2006",5127
"abr 28, 2006",5122
"mai 05, 2006",5128
"mai 12, 2006",5069
"mai 19, 2006",5093
"mai 26, 2006",5088
"jun 02, 2006",5097
"jun 09, 2006",5211
"jun 16, 2006",5198
"jun 23, 2006",5162
"jun 30, 2006",5129
"jul 07, 2006",5275
"jul 14, 2006",5265
"jul 21, 2006",5141
"jul 28, 2006",4940
"ago 04, 2006",5144
"ago 11, 2006",5150
"ago 18, 2006",5087
"ago 25, 2006",5099
"set 01, 2006",5101
"set 08, 2006",5076
"set 15, 2006",5109
"set 22, 2006",5106
"set 29, 2006",5151
"out 06, 2006",5253
"out 13, 2006",5132
"out 20, 2006",5221
"out 27, 2006",5307
"nov 03, 2006",5329
"nov 10, 2006",5326
"nov 17, 2006",5269
"nov 24, 2006",5030
"dez 01, 2006",5368
"dez 08, 2006",5357
"dez 15, 2006",5348
"dez 22, 2006",5361
"dez 29, 2006",5369
"jan 05, 2007",5370
"jan 12, 2007",5317
"jan 19, 2007",5241
"jan 26, 2007",5224
"fev 02, 2007",5283
"fev 09, 2007",5316
"fev 16, 2007",5323
"fev 23, 2007",5285
"mar 02, 2007",5267
"mar 09, 2007",5218
"mar 16, 2007",5235
"mar 23, 2007",5218
"mar 30, 2007",5243
"abr 06, 2007",5179
"abr 13, 2007",5125
"abr 20, 2007",5128
"abr 27, 2007",5089
"mai 04, 2007",5131
"mai 11, 2007",5201
"mai 18, 2007",5207
"mai 25, 2007",5148
"jun 01, 2007",5180
"jun 08, 2007",5170
"jun 15, 2007",5093
"jun 22, 2007",5108
"jun 29, 2007",5122
"jul 06, 2007",5198
"jul 13, 2007",5201
"jul 20, 2007",5184
"jul 27, 2007",5206
"ago 03, 2007",5142
"ago 10, 2007",5192
"ago 17, 2007",5119
"ago 24, 2007",5161
"ago 31, 2007",5021
"set 07, 2007",5129
"set 14, 2007",5039
"set 21, 2007",5027
"set 28, 2007",5064
"out 05, 2007",5059
"out 12, 2007",5102
"out 19, 2007",5122
"out 26, 2007",5114
"nov 02, 2007",5126
"nov 09, 2007",5134
"nov 16, 2007",4942
"nov 23, 2007",5117
"nov 30, 2007",5133
"dez 07, 2007",5117
"dez 14, 2007",5110
"dez 21, 2007",5117
"dez 28, 2007",5078
"jan 04, 2008",5051
"jan 11, 2008",5013
"jan 18, 2008",5042
"jan 25, 2008",4998
"fev 01, 2008",5013
"fev 08, 2008",5044
"fev 15, 2008",5034
"fev 22, 2008",5044
"fev 29, 2008",5050
"mar 07, 2008",5100
"mar 14, 2008",5100
"mar 21, 2008",5103
"mar 28, 2008",5087
"abr 04, 2008",5097
"abr 11, 2008",5096
"abr 18, 2008",5101
"abr 25, 2008",5098
"mai 02, 2008",5099
"mai 09, 2008",5128
"mai 16, 2008",5045
"mai 23, 2008",5128
"mai 30, 2008",5139
"jun 06, 2008",5114
"jun 13, 2008",5145
"jun 20, 2008",5120
"jun 27, 2008",5123
"jul 04, 2008",4960
"jul 11, 2008",5139
"jul 18, 2008",5165
"jul 25, 2008",5160
"ago 01, 2008",5172
"ago 08, 2008",5139
"ago 15, 2008",5078
"ago 22, 2008",4906
"ago 29, 2008",5097
"set 05, 2008",4084
"set 12, 2008",3988
"set 19, 2008",3932
"set 26, 2008",3839
"out 03, 2008",4422
"out 10, 2008",4572
"out 17, 2008",4630
"out 24, 2008",4675
"out 31, 2008",4776
"nov 07, 2008",4885
"nov 14, 2008",4943
"nov 21, 2008",5006
"nov 28, 2008",5118
"dez 05, 2008",5152
"dez 12, 2008",4967
"dez 19, 2008",4972
"dez 26, 2008",4979
"jan 02, 2009",4935
"jan 09, 2009",4917
"jan 16, 2009",5052
"jan 23, 2009",5045
"jan 30, 2009",5235
"fev 06, 2009",5327
"fev 13, 2009",5323
"fev 20, 2009",5300
"fev 27, 2009",5373
"mar 06, 2009",5401
"mar 13, 2009",5414
"mar 20, 2009",5432
"mar 27, 2009",5480
"abr 03, 2009",5469
"abr 10, 2009",5482
"abr 17, 2009",5421
"abr 24, 2009",5269
"mai 01, 2009",5280
"mai 08, 2009",5306
"mai 15, 2009",5352
"mai 22, 2009",5364
"mai 29, 2009",5358
"jun 05, 2009",5358
"jun 12, 2009",5273
"jun 19, 2009",5257
"jun 26, 2009",5163
"jul 03, 2009",5171
"jul 10, 2009",5171
"jul 17, 2009",5176
"jul 24, 2009",5107
"jul 31, 2009",5246
"ago 07, 2009",5172
"ago 14, 2009",5169
"ago 21, 2009",5173
"ago 28, 2009",5244
"set 04, 2009",5266
"set 11, 2009",5304
"set 18, 2009",5300
"set 25, 2009",5375
"out 02, 2009",5360
"out 09, 2009",5377
"out 16, 2009",5371
"out 23, 2009",5357
"out 30, 2009",5391
"nov 06, 2009",5506
"nov 13, 2009",5317
"nov 20, 2009",5433
"nov 27, 2009",5561
"dez 04, 2009",5538
"dez 11, 2009",5524
"dez 18, 2009",5524
"dez 25, 2009",5512
"jan 01, 2010",5507
"jan 08, 2010",5496
"jan 15, 2010",5404
"jan 22, 2010",5421
"jan 29, 2010",5403
"fev 05, 2010",5475
"fev 12, 2010",5482
"fev 19, 2010",5505
"fev 26, 2010",5510
"mar 05, 2010",5527
"mar 12, 2010",5540
"mar 19, 2010",5536
"mar 26, 2010",5489
"abr 02, 2010",5473
"abr 09, 2010",5475
"abr 16, 2010",5466
"abr 23, 2010",5488
"abr 30, 2010",5522
"mai 07, 2010",5533
"mai 14, 2010",5516
"mai 21, 2010",5540
"mai 28, 2010",5320
"jun 04, 2010",5445
"jun 11, 2010",5503
"jun 18, 2010",5501
"jun 25, 2010",5257
"jul 02, 2010",5414
"jul 09, 2010",5352
"jul 16, 2010",5460
"jul 23, 2010",5486
"jul 30, 2010",5440
"ago 06, 2010",5239
"ago 13, 2010",5352
"ago 20, 2010",5511
"ago 27, 2010",5602
"set 03, 2010",5603
"set 10, 2010",5573
"set 17, 2010",5556
"set 24, 2010",5562
"out 01, 2010",5514
"out 08, 2010",5528
"out 15, 2010",5536
"out 22, 2010",5540
"out 29, 2010",5593
"nov 05, 2010",5596
"nov 12, 2010",5597
"nov 19, 2010",5581
"nov 26, 2010",5555
"dez 03, 2010",5582
"dez 10, 2010",5604
"dez 17, 2010",5598
"dez 24, 2010",5575
"dez 31, 2010",5598
"jan 07, 2011",5575
"jan 14, 2011",5205
"jan 21, 2011",5321
"jan 28, 2011",5568
"fev 04, 2011",5597
"fev 11, 2011",5610
"fev 18, 2011",5604
"fev 25, 2011",5591
"mar 04, 2011",5593
"mar 11, 2011",5591
"mar 18, 2011",5570
"mar 25, 2011",5568
"abr 01, 2011",5638
"abr 08, 2011",5635
"abr 15, 2011",5625
"abr 22, 2011",5610
"abr 29, 2011",5623
"mai 06, 2011",5609
"mai 13, 2011",5618
"mai 20, 2011",5583
"mai 27, 2011",5609
"jun 03, 2011",5633
"jun 10, 2011",5643
"jun 17, 2011",5650
"jun 24, 2011",5593
"jul 01, 2011",5520
"jul 08, 2011",5578
"jul 15, 2011",5591
"jul 22, 2011",5377
"jul 29, 2011",5523
"ago 05, 2011",5529
"ago 12, 2011",5561
"ago 19, 2011",5591
"ago 26, 2011",5598
"set 02, 2011",5642
"set 09, 2011",5083
"set 16, 2011",5747
"set 23, 2011",5756
"set 30, 2011",5800
"out 07, 2011",5878
"out 14, 2011",5891
"out 21, 2011",5876
"out 28, 2011",5818
"nov 04, 2011",5846
"nov 11, 2011",5894
"nov 18, 2011",5887
"nov 25, 2011",5864
"dez 02, 2011",5861
"dez 09, 2011",5862
"dez 16, 2011",5862
"dez 23, 2011",5846
"dez 30, 2011",5851
"jan 06, 2012",5844
"jan 13, 2012",5726
"jan 20, 2012",5722
"jan 27, 2012",5720
"fev 03, 2012",5763
"fev 10, 2012",5819
"fev 17, 2012",5817
"fev 24, 2012",5814
"mar 02, 2012",5806
"mar 09, 2012",5830
"mar 16, 2012",5826
"mar 23, 2012",5821
"mar 30, 2012",6049
"abr 06, 2012",6040
"abr 13, 2012",6043
"abr 20, 2012",6113
"abr 27, 2012",6121
"mai 04, 2012",6136
"mai 11, 2012",6149
"mai 18, 2012",6239
"mai 25, 2012",6227
"jun 01, 2012",6245
"jun 08, 2012",6236
"jun 15, 2012",6353
"jun 22, 2012",6257
"jun 29, 2012",6094
"jul 06, 2012",6249
"jul 13, 2012",6245
"jul 20, 2012",6364
"jul 27, 2012",6320
"ago 03, 2012",6218
"ago 10, 2012",6181
"ago 17, 2012",6246
"ago 24, 2012",6258
"ago 31, 2012",5486
"set 07, 2012",5526
"set 14, 2012",6277
"set 21, 2012",6509
"set 28, 2012",6520
"out 05, 2012",6598
"out 12, 2012",6606
"out 19, 2012",6610
"out 26, 2012",6669
"nov 02, 2012",6677
"nov 09, 2012",6709
"nov 16, 2012",6710
"nov 23, 2012",6818
"nov 30, 2012",6817
"dez 07, 2012",6852
"dez 14, 2012",6863
"dez 21, 2012",6984
"dez 28, 2012",6985
"jan 04, 2013",7002
"jan 11, 2013",7041
"jan 18, 2013",6989
"jan 25, 2013",6993
"fev 01, 2013",6997
"fev 08, 2013",7064
"fev 15, 2013",7118
"fev 22, 2013",7096
"mar 01, 2013",7093
"mar 08, 2013",7159
"mar 15, 2013",7150
"mar 22, 2013",7151
"mar 29, 2013",7151
"abr 05, 2013",7181
"abr 12, 2013",7208
"abr 19, 2013",7326
"abr 26, 2013",7312
"mai 03, 2013",7369
"mai 10, 2013",7321
"mai 17, 2013",7258
"mai 24, 2013",7292
"mai 31, 2013",7300
"jun 07, 2013",7224
"jun 14, 2013",7129
"jun 21, 2013",7261
"jun 28, 2013",7267
"jul 05, 2013",7401
"jul 12, 2013",7490
"jul 19, 2013",7555
"jul 26, 2013",7542
"ago 02, 2013",7560
"ago 09, 2013",7571
"ago 16, 2013",7518
"ago 23, 2013",7609
"ago 30, 2013",7621
"set 06, 2013",7745
"set 13, 2013",7827
"set 20, 2013",7777
"set 27, 2013",7784
"out 04, 2013",7809
"out 11, 2013",7428
"out 18, 2013",7896
"out 25, 2013",7853
"nov 01, 2013",7858
"nov 08, 2013",7981
"nov 15, 2013",7974
"nov 22, 2013",8019
"nov 29, 2013",8011
"dez 06, 2013",8075
"dez 13, 2013",8058
"dez 20, 2013",8111
"dez 27, 2013",8121
"jan 03, 2014",8145
"jan 10, 2014",8159
"jan 17, 2014",8052
"jan 24, 2014",8044
"jan 31, 2014",8044
"fev 07, 2014",8132
"fev 14, 2014",8148
"fev 21, 2014",8059
"fev 28, 2014",8077
"mar 07, 2014",8182
"mar 14, 2014",8215
"mar 21, 2014",8190
"mar 28, 2014",8192
"abr 04, 2014",8229
"abr 11, 2014",8301
"abr 18, 2014",8360
"abr 25, 2014",8352
"mai 02, 2014",8350
"mai 09, 2014",8428
"mai 16, 2014",8434
"mai 23, 2014",8472
"mai 30, 2014",8383
"jun 06, 2014",8460
"jun 13, 2014",8477
"jun 20, 2014",8446
"jun 27, 2014",8442
"jul 04, 2014",8514
"jul 11, 2014",8592
"jul 18, 2014",8565
"jul 25, 2014",8443
"ago 01, 2014",8453
"ago 08, 2014",8556
"ago 15, 2014",8577
"ago 22, 2014",8631
"ago 29, 2014",8630
"set 05, 2014",8590
"set 12, 2014",8838
"set 19, 2014",8867
"set 26, 2014",8837
"out 03, 2014",8875
"out 10, 2014",8951
"out 17, 2014",8934
"out 24, 2014",8970
"out 31, 2014",8972
"nov 07, 2014",9063
"nov 14, 2014",9004
"nov 21, 2014",9077
"nov 28, 2014",9083
"dez 05, 2014",9118
"dez 12, 2014",9137
"dez 19, 2014",9127
"dez 26, 2014",9121
"jan 02, 2015",9132
"jan 09, 2015",9192
"jan 16, 2015",9186
"jan 23, 2015",9213
"jan 30, 2015",9177
"fev 06, 2015",9226
"fev 13, 2015",9280
"fev 20, 2015",9285
"fev 27, 2015",9324
"mar 06, 2015",9366
"mar 13, 2015",9419
"mar 20, 2015",9422
"mar 27, 2015",9386
"abr 03, 2015",9404
"abr 10, 2015",9384
"abr 17, 2015",9366
"abr 24, 2015",9373
"mai 01, 2015",9369
"mai 08, 2015",9374
"mai 15, 2015",9262
"mai 22, 2015",9566
"mai 29, 2015",9586
"jun 05, 2015",9610
"jun 12, 2015",9589
"jun 19, 2015",9604
"jun 26, 2015",9595
"jul 03, 2015",9604
"jul 10, 2015",9562
"jul 17, 2015",9558
"jul 24, 2015",9413
"jul 31, 2015",9465
"ago 07, 2015",9395
"ago 14, 2015",9348
"ago 21, 2015",9337
"ago 28, 2015",9218
"set 04, 2015",9135
"set 11, 2015",9117
"set 18, 2015",9136
"set 25, 2015",9096
"out 02, 2015",9172
"out 09, 2015",9096
"out 16, 2015",9096
"out 23, 2015",9112
"out 30, 2015",9160
"nov 06, 2015",9185
"nov 13, 2015",9182
"nov 20, 2015",9165
"nov 27, 2015",9202
"dez 04, 2015",9164
"dez 11, 2015",9176
"dez 18, 2015",9179
"dez 25, 2015",9202
"jan 01, 2016",9219
"jan 08, 2016",9227
"jan 15, 2016",9235
"jan 22, 2016",9221
"jan 29, 2016",9214
"fev 05, 2016",9186
"fev 12, 2016",9135
"fev 19, 2016",9102
"fev 26, 2016",9077
"mar 04, 2016",9078
"mar 11, 2016",9068
"mar 18, 2016",9038
"mar 25, 2016",9022
"abr 01, 2016",9008
"abr 08, 2016",8977
"abr 15, 2016",8953
"abr 22, 2016",8938
"abr 29, 2016",8825
"mai 06, 2016",8802
"mai 13, 2016",8791
"mai 20, 2016",8767
"mai 27, 2016",8735
"jun 03, 2016",8745
"jun 10, 2016",8716
"jun 17, 2016",8677
"jun 24, 2016",8622
"jul 01, 2016",8428
"jul 08, 2016",8485
"jul 15, 2016",8494
"jul 22, 2016",8515
"jul 29, 2016",8460
"ago 05, 2016",8445
"ago 12, 2016",8597
"ago 19, 2016",8548
"ago 26, 2016",8488
"set 02, 2016",8458
"set 09, 2016",8493
"set 16, 2016",8512
"set 23, 2016",8497
"set 30, 2016",8467
"out 07, 2016",8450
"out 14, 2016",8464
"out 21, 2016",8504
"out 28, 2016",8522
"nov 04, 2016",8692
"nov 11, 2016",8681
"nov 18, 2016",8690
"nov 25, 2016",8699
"dez 02, 2016",8697
"dez 09, 2016",8796
"dez 16, 2016",8786
"dez 23, 2016",8766
"dez 30, 2016",8770
"jan 06, 2017",8946
"jan 13, 2017",8944
"jan 20, 2017",8961
"jan 27, 2017",8915
"fev 03, 2017",8978
"fev 10, 2017",8977
"fev 17, 2017",9001
"fev 24, 2017",9032
"mar 03, 2017",9088
"mar 10, 2017",9109
"mar 17, 2017",9129
"mar 24, 2017",9147
"mar 31, 2017",9199
"abr 07, 2017",9235
"abr 14, 2017",9252
"abr 21, 2017",9265
"abr 28, 2017",9293
"mai 05, 2017",9314
"mai 12, 2017",9305
"mai 19, 2017",9320
"mai 26, 2017",9342
"jun 02, 2017",9318
"jun 09, 2017",9330
"jun 16, 2017",9350
"jun 23, 2017",9250
"jun 30, 2017",9338
"jul 07, 2017",9397
"jul 14, 2017",9429
"jul 21, 2017",9410
"jul 28, 2017",9430
"ago 04, 2017",9423
"ago 11, 2017",9502
"ago 18, 2017",9528
"ago 25, 2017",9530
"set 01, 2017",8781
"set 08, 2017",9353
"set 15, 2017",9510
"set 22, 2017",9547
"set 29, 2017",9561
"out 06, 2017",9480
"out 13, 2017",8406
"out 20, 2017",9507
"out 27, 2017",9553
"nov 03, 2017",9620
"nov 10, 2017",9645
"nov 17, 2017",9658
"nov 24, 2017",9682
"dez 01, 2017",9707
"dez 08, 2017",9780
"dez 15, 2017",9789
"dez 22, 2017",9754
"dez 29, 2017",9782
"jan 05, 2018",9492
"jan 12, 2018",9750
"jan 19, 2018",9878
"jan 26, 2018",9919
"fev 02, 2018",10251
"fev 09, 2018",10271
"fev 16, 2018",10270
"fev 23, 2018",10283
"mar 02, 2018",10369
"mar 09, 2018",10381
"mar 16, 2018",10407
"mar 23, 2018",10433
"mar 30, 2018",10460
"abr 06, 2018",10525
"abr 13, 2018",10540
"abr 20, 2018",10586
"abr 27, 2018",10619
"mai 04, 2018",10703
"mai 11, 2018",10723
"mai 18, 2018",10725
"mai 25, 2018",10769
"jun 01, 2018",10800
"jun 08, 2018",10900
"jun 15, 2018",10900
"jun 22, 2018",10900
"jun 29, 2018",10900
"jul 06, 2018",10900
"jul 13, 2018",11000
"jul 20, 2018",11000
"jul 27, 2018",10900
"ago 03, 2018",10800
"ago 10, 2018",10900
"ago 17, 2018",11000
"ago 24, 2018",11000
"ago 31, 2018",11000
"set 07, 2018",10900
"set 14, 2018",11000
"set 21, 2018",11100
"set 28, 2018",11100
"out 05, 2018",11200
"out 12, 2018",10900
"out 19, 2018",10900
"out 26, 2018",11200
"nov 02, 2018",11600
"nov 09, 2018",11700
"nov 16, 2018",11700
"nov 23, 2018",11700
"nov 30, 2018",11700
"dez 07, 2018",11600
"dez 14, 2018",11600
"dez 21, 2018",11700
"dez 28, 2018",11700
"jan 04, 2019",11700
"jan 11, 2019",11900
"jan 18, 2019",11900
"jan 25, 2019",11900
"fev 01, 2019",11900
"fev 08, 2019",11900
"fev 15, 2019",12000
"fev 22, 2019",12100
"mar 01, 2019",12100
"mar 08, 2019",12000
"mar 15, 2019",12100
"mar 22, 2019",12100
"mar 29, 2019",12200
"abr 05, 2019",12200
"abr 12, 2019",12100
"abr 19, 2019",12200
"abr 26, 2019",12300
"mai 03, 2019",12200
"mai 10, 2019",12100
"mai 17, 2019",12200
"mai 24, 2019",12300
"mai 31, 2019",12400
"jun 07, 2019",12300
"jun 14, 2019",12200
"jun 21, 2019",12100
"jun 28, 2019",12200
"jul 05, 2019",12300
"jul 12, 2019",12000
"jul 19, 2019",11300
"jul 26, 2019",12200
"ago 02, 2019",12300
"ago 09, 2019",12300
"ago 16, 2019",12300
"ago 23, 2019",12500
"ago 30, 2019",12400
"set 06, 2019",12400
"set 13, 2019",12400
"set 20, 2019",12500
"set 27, 2019",12400
"out 04, 2019",12600
"out 11, 2019",12600
"out 18, 2019",12600
"out 25, 2019",12600
"nov 01, 2019",12600
"nov 08, 2019",12800
"nov 15, 2019",12800
"nov 22, 2019",12900
"nov 29, 2019",12900
"dez 06, 2019",12800
"dez 13, 2019",12800
"dez 20, 2019",12900
"dez 27, 2019",12900
"jan 03, 2020",12900
"jan 10, 2020",13000
"jan 17, 2020",13000
"jan 24, 2020",13000
"jan 31, 2020",12900
"fev 07, 2020",13000
"fev 14, 2020",13000
"fev 21, 2020",13000
"fev 28, 2020",13100
"mar 06, 2020",13000
"mar 13, 2020",13100
"mar 20, 2020",13000
"mar 27, 2020",13000
"abr 03, 2020",12400
"abr 10, 2020",12300
"abr 17, 2020",12200
"abr 24, 2020",12100
"mai 01, 2020",11900
"mai 08, 2020",11600
"mai 15, 2020",11500
"mai 22, 2020",11400
"mai 29, 2020",11200
"jun 05, 2020",11100
"jun 12, 2020",10500
"jun 19, 2020",11000
"jun 26, 2020",11000
"jul 03, 2020",11000
"jul 10, 2020",11000
"jul 17, 2020",11100
"jul 24, 2020",11100
"jul 31, 2020",11000
"ago 07, 2020",10700
"ago 14, 2020",10700
"ago 21, 2020",10800
"ago 28, 2020",9700
"set 04, 2020",10000
"set 11, 2020",10900
"set 18, 2020",10700
"set 25, 2020",10700
"out 02, 2020",11000
"out 09, 2020",10500
"out 16, 2020",9900
"out 23, 2020",11100
"out 30, 2020",10500
"nov 06, 2020",10500
"nov 13, 2020",10900
"nov 20, 2020",11000
"nov 27, 2020",11100
"dez 04, 2020",11100
"dez 11, 2020",11000
"dez 18, 2020",11000
"dez 25, 2020",11000
"jan 01, 2021",11000
"jan 08, 2021",11000
"jan 15, 2021",11000
"jan 22, 2021",10900
"jan 29, 2021",10900
"fev 05, 2021",11000
"fev 12, 2021",10800
"fev 19, 2021",9700
"fev 26, 2021",10000
"mar 05, 2021",10900
"mar 12, 2021",10900
"mar 19, 2021",11000
"mar 26, 2021",11100
"abr 02, 2021",10900
"abr 09, 2021",11000
"abr 16, 2021",11000
"abr 23, 2021",10900
"abr 30, 2021",10900
"mai 07, 2021",11000
"mai 14, 2021",11000
"mai 21, 2021",11000
"mai 28, 2021",10800
"jun 04, 2021",11000
"jun 11, 2021",11200
"jun 18, 2021",11100
"jun 25, 2021",11100
"jul 02, 2021",11300
"jul 09, 2021",11400
"jul 16, 2021",11400
"jul 23, 2021",11200
"jul 30, 2021",11200
"ago 06, 2021",11300
"ago 13, 2021",11400
"ago 20, 2021",11400
"ago 27, 2021",11500
"set 03, 2021",10000
"set 10, 2021",10100
"set 17, 2021",10600
"set 24, 2021",11100
"out 01, 2021",11300
"out 08, 2021",11400
"out 15, 2021",11300
"out 22, 2021",11300
"out 29, 2021",11500
"nov 05, 2021",11500
"nov 12, 2021",11400
"nov 19, 2021",11500
"nov 26, 2021",11600
"dez 03, 2021",11700
"dez 10, 2021",11700
"dez 17, 2021",11600
"dez 24, 2021",11800
"dez 31, 2021",11800
"jan 07, 2022",11700
"jan 14, 2022",11700
"jan 21, 2022",11600
"jan 28, 2022",11500
"fev 04, 2022",11600
"fev 11, 2022",11600
"fev 18, 2022",11600
"fev 25, 2022",11600
"mar 04, 2022",11600
"mar 11, 2022",11600
"mar 18, 2022",11600
"mar 25, 2022",11700
"abr 01, 2022",11800
"abr 08, 2022",11800
"abr 15, 2022",11900
"abr 22, 2022",11900
"abr 29, 2022",11900
"mai 06, 2022",11800
"mai 13, 2022",11900
"mai 20, 2022",11900
"mai 27, 2022",11900
"jun 03, 2022",11900
"jun 10, 2022",12000
"jun 17, 2022",12000
"jun 24, 2022",12100
"jul 01, 2022",12100
"jul 08, 2022",12000
"jul 15, 2022",11900
"jul 22, 2022",12100
"jul 29, 2022",12100
"ago 05, 2022",12200
"ago 12, 2022",12100
"ago 19, 2022",12000
"ago 26, 2022",12100
"set 02, 2022",12100
"set 09, 2022",12100
"set 16, 2022",12100
"set 23, 2022",12000
"set 30, 2022",12000
"out 07, 2022",11900
"out 14, 2022",12000
"out 21, 2022",12000
"out 28, 2022",11900
"nov 04, 2022",12100
"nov 11, 2022",12100
"nov 18, 2022",12100
"nov 25, 2022",12100
"dez 02, 2022",12200
"dez 09, 2022",12100
"dez 16, 2022",12100
"dez 23, 2022",12000
"dez 30, 2022",12100
"jan 06, 2023",12200
"jan 13, 2023",12200
"jan 20, 2023",12200
"jan 27, 2023",12200
"fev 03, 2023",12300
"fev 10, 2023",12300
"fev 17, 2023",12300
"fev 24, 2023",12300
"mar 03, 2023",12200
"mar 10, 2023",12200
"mar 17, 2023",12300
"mar 24, 2023",12200
"mar 31, 2023",12200
"abr 07, 2023",12300
"abr 14, 2023",12300
"abr 21, 2023",12200
"abr 28, 2023",12300
"mai 05, 2023",12300
"mai 12, 2023",12200
"mai 19, 2023",12300
"mai 26, 2023",12200
"jun 02, 2023",12400
"jun 09, 2023",12400
"jun 16, 2023",12200
"jun 23, 2023",12200
"jun 30, 2023",12400
"jul 07, 2023",12300
"jul 14, 2023",12300
"jul 21, 2023",12200
"jul 28, 2023",12200
"ago 04, 2023",12600
"ago 11, 2023",12700
"ago 18, 2023",12800
"ago 25, 2023",12800
"set 01, 2023",12800
"set 08, 2023",12900
"set 15, 2023",12900
"set 22, 2023",12900
"set 29, 2023",12900
"out 06, 2023",13200
"out 13, 2023",13200
"out 20, 2023",13200
"out 27, 2023",13200
"nov 03, 2023",13200
"nov 10, 2023",13200
"nov 17, 2023",13200
"nov 24, 2023",13200
"dez 01, 2023",13100
"dez 08, 2023",13100
"dez 15, 2023",13300
"dez 22, 2023",13300
"dez 29, 2023",13200
"jan 05, 2024",13200
"jan 12, 2024",13300
"jan 19, 2024",12300
"jan 26, 2024",13000
"fev 02, 2024",13300
"fev 09, 2024",13300
"fev 16, 2024",13300
"fev 23, 2024",13300
"mar 01, 2024",13200
"mar 08, 2024",13100
"mar 15, 2024",13100
"mar 22, 2024",13100
"mar 29, 2024",13100
"abr 05, 2024",13100
"abr 12, 2024",13100
"abr 19, 2024",13100
"abr 26, 2024",13100
"mai 03, 2024",13100
"mai 10, 2024",13100
"mai 17, 2024",13100
"mai 24, 2024",13100
"mai 31, 2024",13100
"jun 07, 2024",13200
"jun 14, 2024",13200
"jun 21, 2024",13200
"jun 28, 2024",13200
"jul 05, 2024",13300
"jul 12, 2024",13300
"jul 19, 2024",13300
"jul 26, 2024",13300
"ago 02, 2024",13400
"ago 09, 2024",13300
"ago 16, 2024",13400
"ago 23, 2024",13300
"ago 30, 2024",13300
"set 06, 2024",13300
"set 13, 2024",13200
"set 20, 2024",13200
"set 27, 2024",13300
"out 04, 2024",13400
"out 11, 2024",13500
